loan_amount,interest_rate,term_months,start_date,end_date,borrower_age,borrower_income,credit_score,defaulted,is_simulated_anomaly
51067,0.0458,36,2021-05-12,2024-04-26,24,42265,774,0,0
26663,0.0888,36,2021-02-18,2024-02-03,65,86372,418,0,0
72170,0.0479,60,2023-12-07,2028-11-10,41,141160,332,1,0
44175,0.0681,12,2023-05-01,2024-04-25,37,137173,397,1,0
10709,0.545,24,2021-11-26,2023-11-16,26,49040,766,0,1
57369,0.1345,60,2022-03-11,2027-02-13,33,105389,350,0,0
17207,0.0583,36,2025-04-18,2028-04-02,61,107281,729,0,0
29889,0.0428,36,2021-05-20,2024-05-04,21,33145,558,1,0
26378,0.0627,24,2021-02-28,2023-02-18,63,128873,631,0,0
13226,0.0901,12,2023-03-31,2024-03-25,65,20340,388,1,0
55145,0.144,24,2024-12-07,2026-11-27,41,111039,847,0,0
51977,0.0931,48,2024-02-08,2028-01-18,63,136551,714,0,0
30623,0.1367,24,2023-03-27,2025-03-16,50,114859,432,1,0
59523,0.0688,36,2021-09-21,2024-09-05,37,104419,400,1,0
59613,0.0459,12,2021-10-10,2022-10-05,25,134787,590,0,0
45618,0.0411,60,2024-08-18,2029-07-23,36,129307,580,1,0
4405,0.0987,24,2025-04-11,2027-04-01,18,141212,832,0,0
50596,0.1234,60,2023-11-15,2028-10-19,32,143183,629,0,0
70715,0.1154,12,2024-12-26,2025-12-21,47,82043,361,1,0
31489,0.0561,12,2023-09-15,2024-09-09,50,107197,367,0,0
5482,0.1433,24,2024-03-07,2026-02-25,25,37366,568,0,0
35100,0.0657,60,2023-11-15,2028-10-19,27,139878,475,0,0
18125,0.1059,24,2022-08-11,2024-07-31,55,126764,390,1,0
1668,0.0584,48,2025-06-03,2029-05-13,64,124897,729,0,0
39791,0.0807,24,2022-05-12,2024-05-01,43,83381,663,0,0
74379,0.0496,36,2020-12-23,2023-12-08,62,108748,632,1,0
63447,0.1006,48,2021-01-16,2024-12-26,33,142987,444,0,0
10641,0.0628,36,2023-08-01,2026-07-16,66,65630,776,0,0
70417,0.0985,60,2020-12-26,2025-11-30,35,105788,737,0,0
14773,0.0882,48,2022-10-22,2026-10-01,29,144189,304,1,0
5033,0.1401,12,2021-06-09,2022-06-04,61,47549,407,0,0
59605,0.1219,36,2024-05-09,2027-04-24,68,39703,444,1,0
54893,0.1492,60,2022-02-11,2027-01-16,55,129701,313,0,0
67759,0.035,60,2020-12-18,2025-11-22,24,110694,328,1,0
46799,0.6226,36,2023-08-31,2026-08-15,22,49160,417,1,1
35444,0.1057,36,2023-06-03,2026-05-18,56,21178,727,0,0
8684,0.0335,12,2023-08-10,2024-08-04,58,145259,672,1,0
9267,0.0841,24,2024-07-10,2026-06-30,36,26961,383,0,0
14115,0.0685,36,2025-04-18,2028-04-02,50,132308,844,0,0
60061,0.071,12,2024-10-09,2025-10-04,34,137578,849,0,0
52570,0.0506,24,2025-03-26,2027-03-16,40,42852,417,1,0
3785,0.1297,12,2024-03-28,2025-03-23,69,44736,792,0,0
3477,0.1112,24,2025-04-30,2027-04-20,36,66280,387,0,0
70259,0.9342,24,2024-07-15,2026-07-05,68,29026,845,0,1
57475,0.078,36,2025-01-03,2027-12-19,40,95969,695,0,0
-69764,0.0457,60,2025-01-02,2029-12-07,62,21003,818,0,1
65495,0.1188,12,2021-05-21,2022-05-16,52,104361,594,1,0
6060,0.1201,60,2025-05-22,2030-04-26,67,146126,685,0,0
20353,0.0424,48,2023-11-12,2027-10-22,36,60475,775,0,0
26616,0.0935,60,2024-07-18,2029-06-22,56,56449,788,0,0
58585,0.053,60,2025-07-17,2030-06-21,33,75475,518,0,0
38211,0.1381,36,2024-08-03,2027-07-19,26,20888,587,0,0
64618,0.0592,12,2025-03-23,2026-03-18,40,35788,385,0,0
44368,0.0619,36,2024-02-17,2027-02-01,41,41125,661,0,0
21849,0.1094,12,2023-06-29,2024-06-23,33,100061,728,0,0
43988,0.1221,60,2024-05-18,2029-04-22,62,95285,808,0,0
65561,0.1427,24,2022-12-07,2024-11-26,28,79826,661,0,0
68446,0.098,48,2024-01-04,2027-12-14,45,115850,331,0,0
34978,0.0702,12,2023-10-18,2024-10-12,21,24278,597,0,0
45883,0.0554,48,2024-04-06,2028-03-16,42,84410,496,0,0
49621,0.1102,36,2022-01-24,2025-01-08,61,146100,505,0,0
59362,0.1228,48,2022-02-14,2026-01-24,46,21853,605,1,0
64918,0.0524,24,2024-08-28,2026-08-18,59,73498,670,0,0
20056,0.1146,48,2023-11-08,2027-10-18,36,148030,719,1,0
9848,0.0933,24,2020-12-10,2022-11-30,46,125113,436,1,0
46230,0.0972,36,2022-07-14,2025-06-28,65,120369,539,0,0
18219,0.1235,12,2024-07-30,2025-07-25,21,107355,427,0,0
42202,0.0828,36,2024-08-15,2027-07-31,69,38035,825,1,0
55883,0.0604,60,2022-12-13,2027-11-17,43,137015,439,1,0
48474,0.087,12,2022-09-30,2023-09-25,20,27628,816,0,0
51282,0.1104,60,2021-01-07,2025-12-12,41,71187,375,1,0
54628,0.0864,24,2022-05-26,2024-05-15,47,108988,517,0,0
64891,0.1345,24,2023-05-14,2025-05-03,44,96335,804,0,0
37602,0.0917,24,2022-10-15,2024-10-04,57,142070,512,0,0
26331,0.1385,60,2023-08-17,2028-07-21,21,95467,403,1,0
73018,0.0568,12,2025-02-05,2026-01-31,25,29499,337,0,0
73697,0.0501,48,2024-07-10,2028-06-19,59,113375,571,0,0
51188,0.0534,12,2025-02-18,2026-02-13,64,124664,628,0,0
33046,0.0538,60,2025-10-08,2030-09-12,28,57404,822,0,0
73630,0.0354,12,2024-04-24,2025-04-19,23,31625,373,0,0
50290,0.0581,48,2023-11-03,2027-10-13,61,31352,417,0,0
18124,0.0399,12,2024-05-18,2025-05-13,62,124275,330,1,0
11922,0.1106,60,2025-07-16,2030-06-20,64,50626,684,0,0
69727,0.0378,36,2021-07-05,2024-06-19,26,57831,580,0,0
29287,0.0463,24,2023-12-20,2025-12-09,68,130868,835,0,0
60738,0.1468,60,2024-08-26,2029-07-31,61,97985,404,0,0
1624,0.109,36,2022-05-29,2025-05-13,30,125707,580,1,0
8195,0.0729,48,2024-10-22,2028-10-01,64,116125,444,1,0
45739,0.1254,60,2024-12-11,2029-11-15,69,31836,784,0,0
45708,0.1465,36,2024-08-27,2027-08-12,21,84219,470,0,0
37564,0.0435,60,2022-01-05,2026-12-10,58,81030,441,1,0
16602,0.0301,24,2023-03-06,2025-02-23,35,82001,335,0,0
29846,0.1324,24,2025-05-29,2027-05-19,26,36885,779,0,0
23555,0.5047,36,2021-02-22,2024-02-07,18,121318,792,0,1
3151,0.0372,36,2021-06-10,2024-05-25,51,76160,556,0,0
40481,0.1005,60,2022-06-20,2027-05-25,37,95362,354,1,0
47794,0.0878,24,2025-09-05,2027-08-26,45,31453,479,0,0
71700,0.0773,60,2024-06-18,2029-05-23,48,38353,347,0,0
35846,0.0894,60,2021-06-03,2026-05-08,28,93201,485,1,0
26734,0.1487,48,2021-12-10,2025-11-19,53,44290,749,0,0
31424,0.0318,12,2024-05-25,2025-05-20,64,67599,699,0,0
58328,0.0553,48,2025-01-22,2029-01-01,68,21250,763,0,0
47922,0.1202,36,2022-06-07,2025-05-22,32,146195,654,0,0
35414,0.0869,12,2022-09-27,2023-09-22,69,30734,515,0,0
38721,0.0389,24,2024-12-12,2024-11-12,21,92577,804,0,1
8624,0.12,60,2024-06-06,2029-05-11,28,128589,597,1,0
58438,0.0941,60,2024-06-28,2029-06-02,19,87747,736,0,0
23056,0.0512,24,2021-12-02,2023-11-22,37,69488,575,0,0
71139,0.1114,12,2021-02-15,2022-02-10,47,130164,849,0,0
8694,0.1056,60,2021-11-15,2026-10-20,63,53365,838,1,0
29958,0.1039,36,2025-04-24,2028-04-08,37,28035,543,0,0
45110,0.0685,36,2024-03-18,2027-03-03,27,60298,730,0,0
3344,0.1032,36,2021-09-22,2024-09-06,38,32142,460,1,0
4432,0.0492,48,2024-07-23,2028-07-02,58,43172,513,1,0
-48968,0.0881,48,2023-01-18,2026-12-28,57,90306,492,0,1
53824,0.0471,48,2023-01-08,2026-12-18,35,88234,550,0,0
31444,0.5232,12,2021-11-24,2022-11-19,20,135069,345,1,1
3439,0.0993,24,2023-08-06,2025-07-26,26,85046,343,1,0
46530,0.1206,12,2021-02-27,2022-02-22,20,49350,386,1,0
10379,0.0635,24,2023-06-20,2025-06-09,20,137276,588,0,0
20162,0.097,60,2023-06-28,2028-06-01,20,96631,707,0,0
74627,0.0789,12,2025-05-15,2026-05-10,22,68817,497,0,0
29701,0.141,60,2025-10-16,2030-09-20,57,143926,755,0,0
50714,0.0733,24,2021-04-27,2023-04-17,19,25516,460,1,0
50673,0.0384,36,2025-09-18,2028-09-02,22,149133,821,0,0
4899,0.1333,24,2025-04-21,2027-04-11,53,118268,322,1,0
23210,0.0353,36,2022-02-08,2025-01-23,48,66230,698,0,0
-66837,0.1102,60,2025-06-08,2030-05-13,43,46641,410,0,1
57918,0.1354,48,2022-04-08,2026-03-18,61,142760,471,1,0
41140,0.0833,60,2024-06-17,2029-05-22,42,58605,459,1,0
63557,0.092,60,2022-06-01,2027-05-06,29,76245,739,1,0
54731,0.066,48,2021-01-06,2024-12-16,31,42053,749,0,0
8139,0.0576,24,2022-10-23,2024-10-12,21,37223,695,0,0
36408,0.0658,24,2025-02-03,2027-01-24,55,61491,548,0,0
10285,0.0676,12,2021-06-27,2022-06-22,39,21229,629,0,0
34611,0.0366,12,2024-07-01,2025-06-26,43,75854,758,0,0
25262,0.0645,60,2022-10-22,2027-09-26,42,44817,740,0,0
19731,0.0785,24,2025-06-22,2027-06-12,36,101491,840,1,0
51338,0.0483,60,2021-06-22,2026-05-27,48,64320,311,0,0
33634,0.0956,60,2021-07-22,2026-06-26,68,112152,682,0,0
33417,0.1462,60,2021-09-29,2026-09-03,38,20343,687,0,0
36885,0.102,12,2023-01-08,2024-01-03,27,96439,601,1,0
38339,0.057,36,2020-11-20,2023-11-05,28,74358,408,1,0
29271,0.1241,60,2025-08-20,2030-07-25,52,64746,477,1,0
30253,0.0619,60,2021-07-03,2026-06-07,20,65448,335,1,0
55803,0.0623,60,2023-09-09,2028-08-13,67,100894,621,0,0
9105,0.0983,60,2024-08-15,2029-07-20,44,40405,660,0,0
62538,0.0995,12,2021-06-28,2022-06-23,36,122257,696,0,0
5923,0.1257,48,2020-12-11,2024-11-20,20,129000,759,0,0
53999,0.0956,12,2023-08-24,2024-08-18,45,144445,300,0,0
2468,0.0993,24,2021-02-04,2023-01-25,38,98893,327,1,0
57297,0.0402,48,2021-03-01,2025-02-08,37,118229,787,0,0
33483,0.0866,60,2023-09-01,2028-08-05,29,73872,672,0,0
63240,0.111,12,2022-05-03,2023-04-28,42,133170,395,0,0
62263,0.0371,36,2025-01-11,2027-12-27,46,101373,546,0,0
16774,0.1045,12,2024-11-15,2025-11-10,22,95816,408,0,0
42325,0.1218,48,2023-08-03,2027-07-13,36,62742,401,1,0
1205,0.0772,36,2022-03-19,2025-03-03,39,34564,400,0,0
25216,0.115,48,2023-01-09,2026-12-19,18,103835,727,0,0
52387,0.0355,12,2022-01-02,2022-12-28,44,68690,383,0,0
55427,0.1308,36,2022-02-13,2025-01-28,51,33670,788,1,0
49125,0.0623,12,2023-07-16,2024-07-10,67,132577,792,0,0
1019,0.1238,24,2021-07-20,2023-07-10,35,107924,454,1,0
26097,0.1264,60,2024-07-28,2029-07-02,59,137374,707,0,0
51644,0.1104,24,2022-02-15,2024-02-05,51,105441,456,1,0
59439,0.0308,60,2023-05-21,2028-04-24,54,65513,817,0,0
6713,0.102,36,2025-07-10,2028-06-24,49,57845,821,0,0
60512,0.1155,48,2025-01-11,2028-12-21,41,137456,341,0,0
22703,0.0709,60,2021-03-02,2026-02-04,24,149782,452,1,0
67169,0.0986,24,2024-08-10,2026-07-31,23,65829,751,0,0
36264,0.0603,48,2024-11-03,2028-10-13,53,34407,574,1,0
32220,0.1431,24,2022-05-29,2024-05-18,52,128571,487,0,0
59952,0.142,36,2023-03-20,2026-03-04,37,55645,831,1,0
4859,0.041,24,2020-12-04,2022-11-24,37,62970,489,1,0
12765,0.1246,36,2021-03-08,2024-02-21,25,45918,538,0,0
22673,0.1005,60,2021-12-29,2026-12-03,23,83468,387,0,0
48464,0.0731,12,2025-03-27,2026-03-22,69,138912,506,0,0
44235,0.0541,12,2023-02-18,2024-02-13,53,126970,353,1,0
73568,0.0728,36,2025-09-02,2028-08-17,65,116791,349,1,0
33089,0.5396,36,2022-07-05,2025-06-19,32,114926,687,0,1
68493,0.0776,36,2025-03-07,2028-02-20,43,22960,303,1,0
10839,0.0864,12,2021-12-11,2022-12-06,30,78763,731,0,0
32861,0.1403,36,2021-02-10,2024-01-26,43,81605,667,0,0
39345,0.0492,24,2021-09-22,2023-09-12,54,21000,382,1,0
56247,0.112,48,2022-11-27,2026-11-06,67,62723,322,1,0
26358,0.0405,60,2023-08-19,2028-07-23,21,90381,685,0,0
33010,0.1485,48,2024-06-06,2028-05-16,63,49278,320,1,0
61436,0.0595,36,2025-10-16,2028-09-30,31,143084,504,1,0
16740,0.0512,60,2024-04-19,2029-03-24,27,132224,586,0,0
68861,0.1232,12,2023-03-26,2024-03-20,29,58935,709,0,0
33192,0.9208,36,2024-09-14,2027-08-30,35,90970,777,0,1
71945,0.0788,12,2021-06-10,2022-06-05,37,61965,385,0,0
3242,0.0818,12,2021-05-31,2022-05-26,44,119205,774,0,0
46769,0.1143,12,2025-02-10,2026-02-05,37,87785,365,0,0
47178,0.1396,24,2025-06-10,2027-05-31,60,87831,813,0,0
7357,0.0792,36,2025-08-04,2028-07-19,53,29824,624,1,0
57189,0.0445,12,2021-08-02,2022-07-28,31,81031,339,1,0
28337,0.0377,24,2023-03-16,2025-03-05,64,149026,585,0,0
44687,0.0903,36,2024-03-24,2027-03-09,35,91266,609,1,0
50807,0.089,60,2023-07-10,2028-06-13,30,61385,518,0,0
24615,0.1182,24,2024-07-21,2026-07-11,37,89944,818,0,0
1926,0.0557,36,2023-12-05,2026-11-19,57,65179,806,0,0
4859,0.1086,36,2021-06-26,2024-06-10,56,27475,773,0,0
27000,0.09,36,2022-01-11,2024-12-26,46,34446,385,1,0
14193,0.1162,36,2025-07-15,2028-06-29,67,117364,614,0,0
32486,0.058,60,2023-12-14,2028-11-17,58,92178,659,0,0
30042,0.1157,36,2023-02-11,2026-01-26,18,111881,654,0,0
65738,0.0923,24,2021-03-08,2023-02-26,20,131757,798,0,0
71405,0.1383,48,2023-04-08,2027-03-18,55,94711,428,1,0
9772,0.1187,60,2024-05-30,2029-05-04,48,40585,330,1,0
16873,0.0859,48,2023-06-23,2027-06-02,48,113114,684,1,0
17993,0.0673,24,2021-05-28,2023-05-18,42,118844,519,0,0
37968,0.1446,12,2022-08-12,2023-08-07,30,107912,677,0,0
29003,0.1435,12,2023-11-29,2024-11-23,44,140619,478,1,0
31417,0.1342,24,2020-10-31,2022-10-21,64,21288,676,1,0
54669,0.0939,12,2020-12-08,2021-12-03,49,127408,301,0,0
2470,0.0658,12,2024-10-07,2025-10-02,33,91326,459,0,0
44923,0.097,24,2023-12-06,2025-11-25,61,147869,365,1,0
70534,0.1369,24,2024-07-16,2026-07-06,23,142132,843,0,0
64315,0.1099,48,2021-09-22,2025-09-01,21,28823,508,1,0
73688,0.0773,48,2023-10-28,2027-10-07,33,67821,835,1,0
63427,0.1325,36,2022-12-30,2025-12-14,31,99680,333,1,0
30819,0.1356,12,2021-04-17,2022-04-12,36,105794,505,1,0
50134,0.0715,60,2023-02-27,2028-02-01,56,68009,307,0,0
65908,0.117,12,2025-09-14,2026-09-09,38,68280,313,1,0
12963,0.0801,48,2021-09-22,2025-09-01,51,117307,678,0,0
1203,0.0308,60,2023-05-21,2028-04-24,41,92696,599,0,0
31854,0.1236,60,2024-08-23,2029-07-28,53,63689,742,0,0
56728,0.1076,36,2025-04-05,2028-03-20,28,65906,495,0,0
65658,0.1171,48,2022-08-29,2026-08-08,38,97040,842,0,0
2932,0.1385,24,2024-11-19,2026-11-09,19,101576,557,1,0
56586,0.0599,36,2025-01-27,2028-01-12,44,81163,794,0,0
37129,0.1351,48,2025-10-11,2029-09-20,42,95522,421,0,0
19261,0.7349,36,2021-05-02,2024-04-16,55,100693,528,0,1
32813,0.0379,24,2024-03-03,2026-02-21,37,80590,456,1,0
51635,0.0481,12,2022-09-26,2023-09-21,50,128674,525,0,0
41219,0.0351,12,2023-06-09,2024-06-03,61,93089,330,1,0
8527,0.0376,12,2024-12-03,2025-11-28,60,116784,822,0,0
34608,0.0636,12,2024-12-28,2025-12-23,62,2289867,306,0,1
16018,0.0415,12,2025-03-08,2026-03-03,66,62562,494,1,0
52636,0.1097,36,2022-07-09,2025-06-23,25,124381,800,0,0
67161,0.1141,24,2021-10-31,2023-10-21,22,96627,428,1,0
35930,0.0571,24,2025-04-03,2027-03-24,55,91969,754,0,0
30884,0.1194,24,2024-03-09,2026-02-27,46,87987,315,1,0
28269,0.1255,48,2024-01-07,2027-12-17,28,28364,732,0,0
35726,0.0966,12,2021-01-09,2022-01-04,19,30984,554,1,0
67102,0.1257,48,2025-10-10,2029-09-19,58,3247442,669,0,1
67514,0.0795,24,2023-09-13,2025-09-02,36,65216,353,1,0
60368,0.0743,36,2021-08-02,2024-07-17,63,81167,303,1,0
24381,0.1083,60,2024-04-19,2029-03-24,44,98272,300,1,0
69485,0.0532,12,2024-11-27,2025-11-22,48,149251,605,0,0
32560,0.0763,48,2023-02-06,2027-01-16,66,63086,458,1,0
58132,0.1138,60,2023-01-30,2028-01-04,29,80467,529,1,0
29857,0.0669,36,2024-12-24,2027-12-09,52,40374,526,0,0
28115,0.1233,36,2023-07-07,2026-06-21,56,56881,626,0,0
25992,0.0824,48,2025-03-15,2029-02-22,29,124908,363,1,0
18199,0.0433,36,2022-05-04,2025-04-18,37,101774,827,0,0
40271,0.1325,24,2021-03-20,2023-03-10,66,37730,341,0,0
57379,0.0786,12,2025-07-11,2026-07-06,42,135464,541,0,0
18736,0.0587,36,2023-03-21,2026-03-05,20,145403,344,1,0
17540,0.0732,60,2021-01-06,2025-12-11,29,80788,797,0,0
38933,0.123,48,2022-08-16,2026-07-26,52,29156,481,1,0
65864,0.1346,24,2023-08-19,2025-08-08,67,24390,566,0,0
59282,0.0635,36,2022-04-25,2025-04-09,27,91896,836,0,0
4574,0.136,12,2024-01-02,2024-12-27,18,142089,848,0,0
19001,0.0778,48,2025-01-09,2028-12-19,20,49934,846,0,0
35051,0.0649,12,2021-01-10,2022-01-05,59,105829,642,0,0
72881,0.1027,36,2024-08-25,2027-08-10,28,132776,458,0,0
22456,0.0808,60,2022-04-11,2027-03-16,39,130355,324,1,0
70812,0.0911,24,2023-06-06,2025-05-26,64,146941,430,1,0
53548,0.0592,60,2024-10-05,2029-09-09,61,76295,585,0,0
47696,0.126,12,2023-03-24,2024-03-18,44,89110,471,1,0
71270,0.1407,48,2025-08-28,2029-08-07,55,48611,662,1,0
54210,0.0773,36,2023-12-30,2026-12-14,56,61062,721,0,0
67865,0.0897,12,2021-12-19,2022-12-14,37,60286,619,1,0
43330,0.1383,24,2022-01-20,2024-01-10,68,76175,794,0,0
2360,0.148,24,2025-08-31,2027-08-21,68,39583,705,0,0
36140,0.0616,48,2024-01-07,2027-12-17,42,60573,349,0,0
36127,0.1361,48,2024-10-29,2028-10-08,39,141859,789,0,0
49775,0.1009,48,2021-06-23,2025-06-02,25,96319,511,1,0
30064,0.813,48,2022-10-23,2026-10-02,25,52381,450,0,1
38287,0.1123,24,2023-05-28,2025-05-17,51,139384,625,1,0
69039,0.0552,60,2022-07-30,2027-07-04,24,83517,376,0,0
38618,0.1314,36,2024-11-26,2027-11-11,32,32698,429,0,0
57201,0.0736,48,2025-09-02,2029-08-12,27,116831,592,0,0
34350,0.1343,48,2022-12-29,2026-12-08,65,74550,757,0,0
26448,0.088,60,2021-05-23,2026-04-27,35,64458,354,1,0
60951,0.1369,48,2023-02-28,2027-02-07,47,130325,807,0,0
73957,0.086,36,2023-09-27,2026-09-11,34,142075,658,0,0
35290,0.1165,60,2024-10-24,2029-09-28,47,63916,381,1,0
35429,0.1202,24,2022-11-07,2024-10-27,44,146589,810,0,0
16838,0.1015,60,2022-02-22,2027-01-27,33,62150,835,0,0
7942,0.1181,60,2025-05-01,2030-04-05,28,34740,760,0,0
25089,0.1073,24,2024-03-06,2026-02-24,60,48392,509,0,0
54414,0.0553,12,2024-05-30,2025-05-25,54,56561,506,1,0
59449,0.043,24,2021-04-12,2023-04-02,55,51821,392,1,0
12239,0.068,36,2021-10-12,2024-09-26,61,26221,564,1,0
38867,0.122,36,2023-09-27,2026-09-11,55,111730,790,0,0
59778,0.134,60,2021-12-26,2026-11-30,25,65713,602,0,0
10820,0.1181,24,2022-09-01,2024-08-21,45,47381,849,0,0
59509,0.1408,12,2021-12-25,2022-12-20,53,113426,793,0,0
32677,0.1188,24,2023-10-17,2025-10-06,34,35915,737,0,0
60875,0.1306,12,2023-10-01,2024-09-25,24,74767,722,0,0
46573,0.1139,12,2023-07-28,2024-07-22,48,91569,713,0,0
26849,0.1097,24,2024-12-16,2026-12-06,35,36860,734,0,0
12744,0.1017,12,2023-03-23,2024-03-17,59,86586,466,1,0
52604,0.1366,36,2024-02-20,2027-02-04,21,145458,443,1,0
61245,0.1015,24,2021-02-06,2023-01-27,44,80668,452,1,0
55891,0.0334,36,2021-11-28,2024-11-12,60,69344,546,0,0
61342,0.0782,24,2023-01-14,2025-01-03,35,53899,669,0,0
55982,0.0608,12,2021-07-18,2022-07-13,40,44838,332,1,0
12575,0.0732,48,2025-09-15,2029-08-25,19,46160,482,1,0
74620,0.1197,24,2024-06-20,2026-06-10,61,136613,742,0,0
9339,0.1341,60,2023-09-27,2028-08-31,18,148776,406,1,0
27278,0.1455,36,2025-05-10,2028-04-24,30,115015,423,1,0
26000,0.0848,48,2022-12-25,2026-12-04,68,88827,668,0,0
6673,0.1054,48,2025-04-08,2029-03-18,32,67517,549,0,0
66431,0.1298,24,2024-06-08,2026-05-29,31,27073,603,0,0
1757,0.0469,60,2024-04-06,2029-03-11,63,27089,348,0,0
53779,0.147,36,2021-05-21,2024-05-05,22,123604,385,1,0
25660,0.1226,60,2021-08-14,2021-07-15,47,97625,415,0,1
6892,0.1246,48,2024-10-09,2028-09-18,60,39425,478,0,0
59478,0.1205,36,2021-12-09,2024-11-23,31,80405,661,0,0
6753,0.1456,60,2025-03-08,2030-02-10,47,113893,655,0,0
41808,0.093,48,2024-02-05,2028-01-15,46,85010,424,1,0
23329,0.1481,60,2021-09-01,2026-08-06,42,35465,466,1,0
-27004,0.1,60,2022-06-13,2027-05-18,38,43064,586,1,1
68145,0.0444,24,2023-04-17,2025-04-06,67,51614,720,0,0
36974,0.0668,24,2023-12-28,2025-12-17,45,1502066,552,1,1
22213,0.1216,48,2022-08-27,2026-08-06,53,36709,386,1,0
1643,0.1482,36,2023-07-01,2026-06-15,39,62596,494,1,0
18673,0.0662,36,2021-12-22,2024-12-06,34,76154,384,0,0
7881,0.1025,36,2024-12-11,2027-11-26,48,44473,394,0,0
35714,0.1113,12,2023-07-28,2024-07-22,32,69776,513,1,0
41988,0.0879,36,2021-05-30,2024-05-14,59,138738,435,0,0
33403,0.1284,48,2022-02-17,2026-01-27,46,57143,710,0,0
47874,0.0311,24,2023-06-08,2025-05-28,61,106213,533,0,0
59879,0.0465,12,2024-11-28,2025-11-23,69,115753,503,0,0
73942,0.0573,60,2024-03-13,2024-02-12,65,31072,760,0,1
72802,0.0906,48,2021-01-31,2025-01-10,63,40855,452,1,0
22662,0.1297,48,2022-08-22,2026-08-01,56,76562,389,0,0
35519,0.132,36,2021-02-20,2024-02-05,68,34886,325,1,0
5784,0.0516,60,2023-02-04,2028-01-09,23,45539,734,0,0
-7161,0.1166,24,2021-01-03,2022-12-24,27,58003,592,0,1
51798,0.1056,36,2022-07-09,2025-06-23,65,99553,630,0,0
4936,0.0382,12,2021-06-27,2022-06-22,29,88248,802,0,0
40182,0.0874,36,2025-09-24,2028-09-08,20,147880,651,0,0
24533,0.135,36,2023-07-12,2026-06-26,53,83550,798,0,0
22019,0.0449,12,2022-02-10,2023-02-05,39,134514,675,0,0
9471,0.0762,12,2024-07-24,2025-07-19,61,148414,382,1,0
57108,0.1027,24,2021-06-03,2023-05-24,39,124059,837,0,0
15999,0.0936,48,2022-09-28,2026-09-07,36,67552,370,0,0
33025,0.1052,60,2025-02-05,2030-01-10,61,143044,649,0,0
9014,0.1481,60,2024-11-17,2029-10-22,61,116564,377,1,0
32524,0.088,60,2023-07-21,2028-06-24,20,55654,618,0,0
47222,0.0974,48,2020-10-21,2024-09-30,39,96960,666,0,0
50209,0.0739,12,2024-12-16,2025-12-11,36,29068,357,1,0
74455,0.04,60,2022-08-08,2027-07-13,43,49240,608,0,0
38107,0.0988,24,2023-02-01,2025-01-21,48,58700,709,0,0
38176,0.0749,36,2024-01-28,2027-01-12,27,69268,307,0,0
72016,0.1029,48,2025-02-04,2029-01-14,64,61885,685,0,0
38006,0.0802,36,2022-07-13,2025-06-27,30,61291,593,0,0
10562,0.0831,48,2020-12-20,2024-11-29,20,43533,618,0,0
65482,0.0809,12,2023-12-15,2024-12-09,30,136247,734,0,0
5149,0.1365,60,2021-05-03,2026-04-07,21,118953,341,1,0
70550,0.1183,12,2021-10-02,2022-09-27,39,103582,458,1,0
30824,0.1157,60,2023-08-07,2028-07-11,19,128981,657,0,0
59876,0.1386,24,2020-12-14,2022-12-04,26,60218,374,1,0
37744,0.1383,36,2023-09-29,2026-09-13,25,25883,681,1,0
2310,0.1468,36,2024-06-19,2027-06-04,55,96216,650,0,0
12786,0.1198,48,2023-08-25,2027-08-04,54,24715,521,0,0
71870,0.0901,48,2022-06-11,2026-05-21,45,121517,336,0,0
5610,0.1403,36,2025-06-20,2028-06-04,20,82986,476,0,0
29373,0.0335,24,2024-09-06,2026-08-27,60,42318,598,0,0
43820,0.1397,36,2022-08-06,2025-07-21,29,61968,673,1,0
48931,0.094,36,2024-01-31,2027-01-15,66,108644,383,1,0
54684,0.1282,12,2023-04-08,2024-04-02,51,24656,599,1,0
57975,0.0896,48,2023-01-21,2026-12-31,35,138844,425,0,0
42682,0.0774,12,2022-07-26,2023-07-21,51,90798,425,1,0
1067,0.0904,24,2022-12-27,2024-12-16,22,58998,730,0,0
36760,0.067,36,2024-04-27,2027-04-12,26,123311,773,0,0
37272,0.0735,60,2020-11-23,2025-10-28,61,119486,456,0,0
24224,0.0988,60,2024-09-27,2029-09-01,52,65278,485,1,0
60687,0.0981,48,2021-06-23,2025-06-02,54,92279,332,1,0
3235,0.0954,48,2025-03-23,2029-03-02,37,69281,674,0,0
31783,0.082,48,2024-10-21,2028-09-30,45,42957,784,0,0
50369,0.0791,48,2025-09-02,2029-08-12,61,121315,750,0,0
14712,0.0688,48,2021-04-15,2025-03-25,60,86015,685,0,0
13563,0.1343,36,2023-05-17,2026-05-01,18,52813,448,0,0
24184,0.0859,24,2021-12-05,2023-11-25,59,23539,578,0,0
19072,0.0464,48,2024-07-03,2028-06-12,37,125844,428,0,0
47739,0.1003,48,2022-05-30,2026-05-09,18,92264,414,1,0
63230,0.1445,36,2024-09-27,2027-09-12,55,101904,768,0,0
66974,0.11,60,2024-01-17,2028-12-21,26,105625,333,1,0
40248,0.0911,24,2022-09-27,2024-09-16,56,109353,321,1,0
32313,0.04,36,2024-06-14,2027-05-30,55,92362,558,0,0
62886,0.148,36,2022-11-22,2025-11-06,23,80087,546,0,0
23746,0.1159,60,2024-02-23,2029-01-27,51,104732,552,0,0
19070,0.0676,60,2021-06-24,2026-05-29,46,66682,627,1,0
